id,date,report,security
28,13-10-18,Issue 28 : IllegalArgument IP:null ， Issue #28 ， bumptech/glide ， GitHub Glide doesn't download few image urls and throws this exception but the image exists when I hit the url. 10-18 16:13:00.120: E/GLIDE(1938): IP: onImageLoadException model= http://d1zkqjnzjf7z4q.cloudfront.net/public/images/product_images/55905/medium/4652a87ce1a3f600a63c54ed7e59ec52.jpg 10-18 16:13:00.120: W/System.err(1938): java.lang.IllegalArgumentException: IP: null result  sampleSize=1 10-18 16:13:00.120: W/System.err(1938):     at com.bumptech.glide.resize.load.Downsampler.decodeStream(Downsampler.java:187) 10-18 16:13:00.120: W/System.err(1938):     at com.bumptech.glide.resize.load.Downsampler.downsampleWithSize(Downsampler.java:114) 10-18 16:13:00.120: W/System.err(1938):     at com.bumptech.glide.resize.load.Downsampler.downsample(Downsampler.java:98) 10-18 16:13:00.120: W/System.err(1938):     at com.bumptech.glide.resize.load.ImageResizer.load(ImageResizer.java:113) 10-18 16:13:00.120: W/System.err(1938):     at com.bumptech.glide.resize.ImageManager$ImageManagerRunner.resizeIfNotFound(ImageManager.java:573) 10-18 16:13:00.120: W/System.err(1938):     at com.bumptech.glide.resize.ImageManager$ImageManagerRunner.access$4(ImageManager.java:572) 10-18 16:13:00.120: W/System.err(1938):     at com.bumptech.glide.resize.ImageManager$ImageManagerRunner$1$1$1.run(ImageManager.java:554) 10-18 16:13:00.120: W/System.err(1938):     at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:442) 10-18 16:13:00.120: W/System.err(1938):     at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:305) 10-18 16:13:00.120: W/System.err(1938):     at java.util.concurrent.FutureTask.run(FutureTask.java:137) 10-18 16:13:00.120: W/System.err(1938):     at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1076) 10-18 16:13:00.120: W/System.err(1938):     at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:569) 10-18 16:13:00.120: W/System.err(1938):     at java.lang.Thread.run(Thread.java:856),0
32,13-11-06,Issue 32 : Bypass BitmapPool for gif images ， Issue #32 ， bumptech/glide ， GitHub We load facebook avatars in one of our lists and it seems that some of them are GIFs. We got some weird errors in our logs: 11-05 17:13:45.143  19634-19634/com.shazam.android E/GLIDE? IP: onImageLoadException model= https://fbcdn-profile-a.akamaihd.net/static-ak/rsrc.php/v2/y9/r/IB7NOFmPw2a.gif 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? java.lang.IllegalArgumentException: Problem decoding into existing bitmap 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at android.graphics.BitmapFactory.decodeStream(BitmapFactory.java:540) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at com.bumptech.glide.resize.load.Downsampler.decodeStream(Downsampler.java:182) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at com.bumptech.glide.resize.load.Downsampler.downsampleWithSize(Downsampler.java:114) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at com.bumptech.glide.resize.load.Downsampler.downsample(Downsampler.java:98) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at com.bumptech.glide.resize.load.ImageResizer.load(ImageResizer.java:113) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at com.bumptech.glide.resize.ImageManager$ImageManagerRunner.resizeIfNotFound(ImageManager.java:573) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at com.bumptech.glide.resize.ImageManager$ImageManagerRunner.access$1600(ImageManager.java:466) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at com.bumptech.glide.resize.ImageManager$ImageManagerRunner$1$1$1.run(ImageManager.java:554) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:390) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at java.util.concurrent.FutureTask.run(FutureTask.java:234) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1080) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:573) 11-05 17:13:45.143  19634-19634/com.shazam.android W/System.err? at java.lang.Thread.run(Thread.java:841)  it seems that on Android  you cannot recycle a bitmap when it comes to GIFs. See the discussion here: https://groups.google.com/forum/#!msg/android-developers/Mp0MFVFi1Fo/e8ZQ9FGdWdEJ Can we have Glide bypass the pool when dealing with GIFs?,0
33,13-11-06,Issue 33 : call recycle on discarded bitmaps ， Issue #33 ， bumptech/glide ， GitHub Can help avoid OOM on API <=10.,0
40,13-11-08,Issue 40 : Not possible load image on ImageView with WRAP_CONTENT? ， Issue #40 ， bumptech/glide ， GitHub We are getting this exception while running our acceptance tests: 11-07 17:13:45.324    2956-2956/com.shazam.android W/System.err? java.lang.IllegalArgumentException: class com.bumptech.glide.loader.image.ImageManagerLoader cannot handle width=-2 and/or height =-1  It seems that our ImageView has width = WRAP_CONTENT and height = MATCH_PARENT. From the code  I can see that Glide will throw an exception if the following is not true: width >= 0 && height >= 0 ||                 (downsampler == Downsampler.NONE && (width == WRAP_CONTENT || height == WRAP_CONTENT)); Is there no way for Glide to determine that the target is an imageview that has been laid out and retrieve the dimensions from it directly? From a quick glance  that would require quite deep changes to the model unless I am missing something,0
53,13-11-22,Issue 53 : Getting a lot of "java.lang.IllegalArgumentException: Cannot draw recycled bitmaps" after adding the clear memory in LruMemoryCache ， Issue #53 ， bumptech/glide ， GitHub After I added the MemoryCache.clearMemory and MemoryCache.trimMemory to my base activity I started getting spurious exceptions regarding the bitmaps being recycled. After reading the source of LruMemoryCache it seems it does a simple purge of the bitmaps in the cache but I believe that at this point there are still views with a reference to a BitmapDrawable containing the Bitmap and as soon as the draw method is called they will crash. Is there a possibility to check if the bitmap is being used before purging it so that we only remove bitmaps that aren't currently being used?,1
56,14-01-12,Issue 56 : gradle build failing ， Issue #56 ， bumptech/glide ， GitHub The gradle build (using com.android.tools.build:gradle:0.7.3) is failing because "volley.jar" was never checked into the libs folder. Which version of volley.jar should I use  and where can I obtain this version of the jar ?,0
62,14-02-19,Issue 62 : View recycle causes multiple loads in same view if scrolled really fast in a grid ， Issue #62 ， bumptech/glide ， GitHub If i have really big grid say with 500 items and i scroll really fast Glide asynch load obviously lags (that is the as expected)   but as soon as scrolling stops Glide tries to load urls in the one grid cell one by one multiple times. I am sure there is elegant solution that you can suggest and pardon my ignorance here. One idea was to use viewholder and set a position variable which can be checked by glide each time before loading.but i am not sure where i can do that in Glide   in requestlistener? thanks for help,0
65,14-03-07,Issue 65 : Cannot fit center image to within width=-2 or height=-2 ， Issue #65 ， bumptech/glide ， GitHub Hi�� My code like this�� Glide.load("http://file.ynet.com/2/1403/06/8773537-93x123.jpg") .centerCrop() .placeholder(R.drawable.ic_launcher) .listener(new RequestListener<String>() {                @Override     public void onImageReady(String arg0  Target arg1) {         System.out.println("onImageReady arg0:"+arg0);     }      @Override     public void onException(Exception e  String arg1  Target arg2) {         e.printStackTrace();         System.out.println("onException arg1:"+arg1);     } }) .into(imageView); There is the Exception�� W/System.err(12119): java.lang.IllegalArgumentException: Cannot fit center image to within width=-2 or height=-2 W/System.err(12119):    at com.bumptech.glide.resize.load.Transformation$2.transform(Transformation.java:37) W/System.err(12119):    at com.bumptech.glide.resize.load.ImageResizer.load(ImageResizer.java:115) W/System.err(12119):    at com.bumptech.glide.resize.ImageManager$ImageManagerRunner.resizeIfNotFound(ImageManager.java:662) W/System.err(12119):    at com.bumptech.glide.resize.ImageManager$ImageManagerRunner.access$1900(ImageManager.java:552) W/System.err(12119):    at com.bumptech.glide.resize.ImageManager$ImageManagerRunner$1$1$1.run(ImageManager.java:643) W/System.err(12119):    at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:444) W/System.err(12119):    at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:306) W/System.err(12119):    at java.util.concurrent.FutureTask.run(FutureTask.java:138) W/System.err(12119):    at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1088) W/System.err(12119):    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:581) W/System.err(12119):    at java.lang.Thread.run(Thread.java:1019) I/System.out(12119): onException arg1:http://file.ynet.com/2/1403/06/8773537-93x123.jpg  Thanks,0
67,14-04-15,Issue 67 : Strict mode violation opening disk cache ， Issue #67 ， bumptech/glide ， GitHub We should open it on a background thread the first time it's used rather than eagerly opening the cache when it's created.,1
71,14-06-12,Issue 71 : App crash when uri is invalid (v.2.0.3) ， Issue #71 ， bumptech/glide ， GitHub Glide should handle exception when download invalid image_url. java.lang.IllegalArgumentException: No stream loader for uri=http://inalid_image_url.com/images/no_image.png?size=100             at com.bumptech.glide.loader.model.UriLoader.getStreamLoader(UriLoader.java:62)             at com.bumptech.glide.loader.model.UriLoader.getStreamLoader(UriLoader.java:17)             at com.bumptech.glide.loader.model.StringLoader.getStreamLoader(StringLoader.java:51)             at com.bumptech.glide.loader.model.StringLoader.getStreamLoader(StringLoader.java:14)             at com.bumptech.glide.presenter.ImagePresenter.fetchImage(ImagePresenter.java:441)             at com.bumptech.glide.presenter.ImagePresenter.access$1200(ImagePresenter.java:34)             at com.bumptech.glide.presenter.ImagePresenter$1.onSizeReady(ImagePresenter.java:400)             at com.bumptech.glide.presenter.target.ImageViewTarget$SizeDeterminer.getSize(ImageViewTarget.java:122)             at com.bumptech.glide.presenter.target.ImageViewTarget.getSize(ImageViewTarget.java:45)             at com.bumptech.glide.presenter.ImagePresenter.setModel(ImagePresenter.java:397)             at com.bumptech.glide.Glide$Request.finish(Glide.java:681)             at com.bumptech.glide.Glide$Request.into(Glide.java:658)             at com.generic.view.screen.util.AsyncImageView.loadImage(AsyncImageView.java:509),0
74,14-06-15,Issue 74 : Scroll issue - not loading image from memory cache ， Issue #74 ， bumptech/glide ， GitHub Hi  First just want to say this project is awesome  fastest android imageloader out. However I'm having a problem. When scrolling up a list and stopping  sometimes glide doesn't load images. I notice this is only when the image is loaded from memory cache and not disk cache. I determined it was something with memory cache by disabling memory cache. Once disabled it had no problems. Also it only happens to images recently loaded (in memory). I've tired the following but only disabling memory cache fixes it. disabled bitmap recycling resized memory cache set Glide.cancel(imageview) before loading image set a placeholder Here is some overview of my project to help. I'm using Gabriele Mariotti's card lib to create a card list. https://github.com/gabrielemariotti/cardslib. CardArrayAdapter mCardArrayAdapter = new CardArrayAdapter(getActivity()  cards); mCardArrayAdapter.setEnableUndo(true);  CardListView listView = (CardListView) getActivity().findViewById(R.id.myList);  if (listView != null) {     listView.setAdapter(mCardArrayAdapter); } Here is a link to the source code CardArrayAdapter that I'm using: https://github.com/gabrielemariotti/cardslib/blob/0573f71bcd8c5b2298e6e45d0742af6a8e9a5aa3/library/src/main/java/it/gmariotti/cardslib/library/internal/CardArrayAdapter.java This calls the following code for each card item when the card is loaded in the list @Override public void setupInnerViewElements(ViewGroup parent  View view) {     TextView title = (TextView) view.findViewById(R.id.carddemo_myapps_main_inner_title);     title.setText(headerTitle + " (" + year +")");      TextView subtitle = (TextView) view.findViewById(R.id.carddemo_myapps_main_inner_secondaryTitle);     subtitle.setText(plot);      ImageView img = (ImageView) view.findViewById(R.id.card_thumbnail_layout);      Glide.load(imageURL)             .error(R.drawable.postererror)             .into(img); } I'm also editing the ImageManager. I don't think this has an impact and I've tired it commented out and used the default settings but didn't make a difference. Glide glide = Glide.get();  final int memoryCache = ImageManager.getSafeMemoryCacheSize(this) * 2;  final int DEFAULT_DISK_CACHE_SIZE = 500 * 1024 * 1024;  if (!glide.isImageManagerSet()) {     glide.setImageManager(new ImageManager.Builder(this)                     .setDiskCache(DiskLruCacheWrapper.get(ImageManager.getPhotoCacheDir(this)  DEFAULT_DISK_CACHE_SIZE))                     .setMemoryCache(new LruMemoryCache(memoryCache))                     .build()     ); } I made a video which shows the problem. It starts at about 30 secs into the video. As you will see  when you scroll up  some items have a blank image. It only occurs in the first 15-20 items  then it loads fine (since it's loading from disk). FYI  when I put a placeholder  instead of a blank image  the placeholder is loaded. So it appears that Glide is called. Also if I leave the screen on the blank image it never loads. But if I turn the screen off and on  or exit the app and open it again (open where it left of). The image will load. http://goo.gl/7A7Vqi I'm using version 2.0.3.,1
76,14-06-28,Issue 76 : Compile errors generating individual project javadocs ， Issue #76 ， bumptech/glide ， GitHub Reproduce with ./gradlew clean build. There are separate Gradle tasks to build the combined gif_decoder + library javadocs which work fine  the issue is something to do with the gradle plugin we're using to upload to sonatype/maven (https://github.com/chrisbanes/gradle-mvn-push),0
